,Unnamed: 0,Paper,Conference,Citation Number,Authors,Number of Authors,Title,Publication Year,Publication Venue,Id,Title_sch,Venue_sch,Publication Venue_sch,Publication Year_sch,Authors_sch,Number Authors_sch,Citation Count_sch,Influential Citation Count_sch,Reference Count_sch,Open Access_sch,Field of Study_sch,Field of Study s2_sch,In Paper,In Intro,Not Found,Score title,Score author,Exists,identifier,Title Length,Title Length_sch,Publication Venue_processed,Venue_sch_processed,strategy,Unique,order,title_arxiv,original_id,jaccard_coeff,description,in_degree_pred,out_degree_pred,in_degree,out_degree,edges_with_introduction_references,Citation Count_log,Reference Count_log
2762,2762,Exact Inference in High-order Structured Prediction,ICML,3,"M. Sarrafzadeh, H. Muthoo",2.0,A note on Hypergraph Laplacians and Cheeger-type Inequalities,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction3,61.0,,,,vanilla_1,0,Exact Inference in High-order Structured Prediction3vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2763,2763,Exact Inference in High-order Structured Prediction,ICML,4,"U. Schmidt, V. Chandran, N. Noyan",3.0,Rediscovering Treewidth via Graph Structure: A Study in Inference and Solvability,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction4,81.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction4vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2764,2764,Exact Inference in High-order Structured Prediction,ICML,5,"Y. Zhao, S. Hwang",2.0,Hypergraphs and their Spectral Properties: A General Overview and Insights,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction5,74.0,,,,vanilla_1,0,Exact Inference in High-order Structured Prediction5vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2765,2765,Exact Inference in High-order Structured Prediction,ICML,6,"B. Guenin, E. Pak",2.0,Structural Properties of Hypergraphs: Beyond Graph Theory,,,,,,,,,,,,,,,,,,,42.0,46.0,0.0,Exact Inference in High-order Structured Prediction6,57.0,,,,vanilla_1,0,Exact Inference in High-order Structured Prediction6vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2766,2766,Exact Inference in High-order Structured Prediction,ICML,7,"J. Huang, F. Becker",2.0,A New Class of Hypergraph Structural Properties and their Impact on Inference,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction7,77.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction7vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2767,2767,Exact Inference in High-order Structured Prediction,ICML,8,"R. Kuwert, K. Klahr, I. Reinhardt",3.0,Approximate Inference using Tree Decompositions: A Generalized Model,,,,,,,,,,,,,,,,,,,40.0,19.0,0.0,Exact Inference in High-order Structured Prediction8,68.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction8vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2768,2768,Exact Inference in High-order Structured Prediction,ICML,9,"G. Kohler, D. Fink",2.0,From Pairwise to Hyperedges: Converting Markov Random Fields into Hypergraph Structures,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction9,87.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction9vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2769,2769,Exact Inference in High-order Structured Prediction,ICML,10,"T. Pang, L. Han",2.0,Label Recovery on 2D Grid Lattices: The Case for Approximate Inference,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction10,70.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction10vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2770,2770,Exact Inference in High-order Structured Prediction,ICML,11,"U. Brandes, D. Delling, M. Gaertler",3.0,Community detection in social networks: an algorithmic review,,,,,,,,,,,,,,,,,,,77.0,28.0,0.0,Exact Inference in High-order Structured Prediction11,61.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction11vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2771,2771,Exact Inference in High-order Structured Prediction,ICML,12,"I. Ivanov, R. Lee",2.0,From Cliques to Hypergraphs: Linear Programming Approach to Inference Problems,,,,,,,,,,,,,,,,,,,40.0,16.0,0.0,Exact Inference in High-order Structured Prediction12,78.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction12vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2772,2772,Exact Inference in High-order Structured Prediction,ICML,13,"M. Martinez, J. Li",2.0,Hyper-Laplacian: A Framework for Expanding Laplacian and Cheeger's Constant to Hypergraphs,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction13,90.0,,,,vanilla_1,0,Exact Inference in High-order Structured Prediction13vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2773,2773,Exact Inference in High-order Structured Prediction,ICML,14,"J. Kelling, F. Mousa",2.0,Hyper-edges in Co-authorship Networks: Modeling High-order Interactions,,,,,,,,,,,,,,,,,,,41.0,16.0,0.0,Exact Inference in High-order Structured Prediction14,71.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction14vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2774,2774,Exact Inference in High-order Structured Prediction,ICML,15,"S. Singh, S. Mehta",2.0,Computational Frameworks for Hypergraphs and Hyper-Laplacian,,,,,,,,,,,,,,,,,,,44.0,28.0,0.0,Exact Inference in High-order Structured Prediction15,60.0,,,,vanilla_1,0,Exact Inference in High-order Structured Prediction15vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2775,2775,Exact Inference in High-order Structured Prediction,ICML,16,"Q. Zhang, W. Yin",2.0,Foreground and Background Pixel Classification using Neural Networks,,,,,,,,,,,,,,,,,,,53.0,44.0,0.0,Exact Inference in High-order Structured Prediction16,68.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction16vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2776,2776,Exact Inference in High-order Structured Prediction,ICML,17,"A. Jamie, B. Corina",2.0,Molecular Clustering by Structural Similarity in High-dimensional Biology,,,,,,,,,,,,,,,,,,,33.0,36.0,0.0,Exact Inference in High-order Structured Prediction17,73.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction17vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2777,2777,Exact Inference in High-order Structured Prediction,ICML,18,"Y. Ishii, S. Kamioka",2.0,Planar Graphs: Solvability Factors and Algorithmic Studies,,,,,,,,,,,,,,,,,,,45.0,35.0,0.0,Exact Inference in High-order Structured Prediction18,58.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction18vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2778,2778,Exact Inference in High-order Structured Prediction,ICML,19,"P. Laur, C. Joel",2.0,Part-of-Speech Tagging: A moderate review in the Context of Natural Language Processing,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction19,87.0,,,,vanilla_1,1,Exact Inference in High-order Structured Prediction19vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2779,2779,Exact Inference in High-order Structured Prediction,ICML,20,"L. Wang, Y. Liu",2.0,A study on hyperedge expansion and Cheeger constant in hypergraphs,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Exact Inference in High-order Structured Prediction20,66.0,,,,vanilla_1,0,Exact Inference in High-order Structured Prediction20vanilla_1,Exact Inference in High-order Structured Prediction,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,,,,,,,,,
2780,2780,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,1,"Zhou, Jie, et al.",et al.,Graph neural networks: A review of methods and applications.,2020.0,AI Open 1,ea5dd6a3d8f210d05e53a7b6fa5e16f1b115f693,Graph Neural Networks: A Review of Methods and Applications,AI Open,AI Open,2018.0,"Jie Zhou, Ganqu Cui, Zhengyan Zhang, Cheng Yang, Zhiyuan Liu, Maosong Sun",6.0,3353.0,171.0,302.0,True,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search1,60.0,59.0,AI Open 1,AI Open,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search1vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,0.36666666666666664,non-isolated,,,,,,3353.1,302.1
2781,2781,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,2,"Gilmer, Justin, et al.",et al.,Neural message passing for quantum chemistry.,2017.0,Proceedings of the 34th International Conference on Machine Learning-Volume 70,e24cdf73b3e7e590c2fe5ecac9ae8aa983801367,Neural Message Passing for Quantum Chemistry,International Conference on Machine Learning,International Conference on Machine Learning,2017.0,"J. Gilmer, S. Schoenholz, Patrick F. Riley, Oriol Vinyals, George E. Dahl",5.0,5443.0,717.0,37.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,86.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search2,45.0,44.0,ICML,ICML,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search2vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,0.35714285714285715,non-isolated,,,,,,5443.1,37.1
2782,2782,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,3,"Gao, Hongyang, and Shuiwang Ji.",2.0,Graph U-Nets.,2019.0,International conference on machine learning,,,,,,,,,,,,,,,,,54.0,48.0,0.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search3,13.0,,ICML,,vanilla_1,1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search3vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,,,,,,,,
2783,2783,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,4,"Hamilton, William L., Rex Ying, and Jure Leskovec.",3.0,Inductive representation learning on large graphs.,2017.0,Advances in neural information processing systems,6b7d6e6416343b2a122f8416e69059ce919026ef,Inductive Representation Learning on Large Graphs,Neural Information Processing Systems,Neural Information Processing Systems,2017.0,"William L. Hamilton, Z. Ying, J. Leskovec",3.0,10078.0,2250.0,42.0,False,"['Mathematics', 'Computer Science']","[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,94.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search4,50.0,49.0,NeurIPS,NeurIPS,vanilla_1,1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search4vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,in intro,,,,,,10078.1,42.1
2784,2784,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,5,"He, Kaiming et al.",et al.,Deep residual learning for image recognition.,2016.0,Proceedings of the IEEE conference on computer vision and pattern recognition,2c03df8b48bf3fa39054345bafabfeff15bfd11d,Deep Residual Learning for Image Recognition,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,2015.0,"Kaiming He, X. Zhang, Shaoqing Ren, Jian Sun",4.0,146886.0,30478.0,54.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search5,45.0,44.0,CVPR,CVPR,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search5vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,in intro,,,,,,146886.1,54.1
2785,2785,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,6,"Monti, Federico, et al.",et al.,Geometric deep learning on graphs and manifolds using mixture model CNNs.,2017.0,IEEE Conference on Computer Vision and Pattern Recognition,f09f7888aa5aeaf88a2a44aea768d9a8747e97d2,Geometric Deep Learning on Graphs and Manifolds Using Mixture Model CNNs,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,2016.0,"Federico Monti, D. Boscaini, Jonathan Masci, E. Rodolà, Jan Svoboda, M. Bronstein",6.0,1583.0,154.0,67.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search6,73.0,72.0,CVPR,CVPR,vanilla_1,1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search6vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,0.23076923076923078,non-isolated,,,,,,1583.1,67.1
2786,2786,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,7,"Kipf, Thomas N., and Max Welling.",2.0,Semi-supervised classification with graph convolutional networks.,2017.0,International Conference on Learning Representations (ICLR),36eff562f65125511b5dfab68ce7f7a943c27478,Semi-Supervised Classification with Graph Convolutional Networks,International Conference on Learning Representations,International Conference on Learning Representations,2016.0,"Thomas Kipf, M. Welling",2.0,20891.0,5924.0,38.0,False,"['Mathematics', 'Computer Science']","[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,95.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search7,65.0,64.0,ICLR,ICLR,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search7vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,in intro,,,,,,20891.1,38.1
2787,2787,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,8,"Ying, Rex, et al.",et al.,Graph convolutional neural networks for web-scale recommender systems.,2018.0,24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,6c96c2d4a3fbd572fef2d59cb856521ee1746789,Graph Convolutional Neural Networks for Web-Scale Recommender Systems,Knowledge Discovery and Data Mining,Knowledge Discovery and Data Mining,2018.0,"Rex Ying, Ruining He, Kaifeng Chen, Pong Eksombatchai, William L. Hamilton, J. Leskovec",6.0,2581.0,206.0,33.0,True,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search8,70.0,69.0,24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,Knowledge Discovery and Data Mining,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search8vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,0.07692307692307693,non-isolated,,,,,,2581.1,33.1
2788,2788,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,9,"Kipf, Thomas N., and Max Welling.",2.0,Semi-supervised classification with graph convolutional networks.,2017.0,International Conference on Learning Representations (ICLR),36eff562f65125511b5dfab68ce7f7a943c27478,Semi-Supervised Classification with Graph Convolutional Networks,International Conference on Learning Representations,International Conference on Learning Representations,2016.0,"Thomas Kipf, M. Welling",2.0,20891.0,5924.0,38.0,False,"['Mathematics', 'Computer Science']","[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,95.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search9,65.0,64.0,ICLR,ICLR,vanilla_1,1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search9vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,in intro,,,,,,20891.1,38.1
2789,2789,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,10,"Song, Xiang, et al.",et al.,Graph Neural Networks with High-order Feature Interactions.,2018.0,ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,,,,,,,,,,,,,,,,,100.0,31.0,0.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search10,59.0,,ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search10vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,,,,,,,,
2790,2790,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,11,"Xu, Keyulu, et al.",et al.,How powerful are graph neural networks?,2019.0,International Conference on Learning Representations (ICLR),62ed9bf1d83c8db1f9cbf92ea2f57ea90ef683d9,How Powerful are Graph Neural Networks?,International Conference on Learning Representations,International Conference on Learning Representations,2018.0,"Keyulu Xu, Weihua Hu, J. Leskovec, S. Jegelka",4.0,4908.0,1297.0,45.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search11,39.0,39.0,ICLR,ICLR,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search11vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,0.4074074074074074,non-isolated,,,,,,4908.1,45.1
2791,2791,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,12,"Monti, Federico, et al.",et al.,Geometric deep learning on graphs and manifolds using mixture model CNNs.,2017.0,IEEE Conference on Computer Vision and Pattern Recognition,f09f7888aa5aeaf88a2a44aea768d9a8747e97d2,Geometric Deep Learning on Graphs and Manifolds Using Mixture Model CNNs,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,2016.0,"Federico Monti, D. Boscaini, Jonathan Masci, E. Rodolà, Jan Svoboda, M. Bronstein",6.0,1583.0,154.0,67.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search12,73.0,72.0,CVPR,CVPR,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search12vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,non-isolated,,,,,,1583.1,67.1
2792,2792,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,13,"Li, Qimai, et al.",et al.,Deeper insights into graph convolutional networks for semi-supervised learning.,2018.0,Thirty-Second AAAI Conference on Artificial Intelligence,36652428740cd30d245d55889f01a7fb04a91c93,Deeper Insights into Graph Convolutional Networks for Semi-Supervised Learning,AAAI Conference on Artificial Intelligence,AAAI Conference on Artificial Intelligence,2018.0,"Qimai Li, Zhichao Han, Xiao-Ming Wu",3.0,2018.0,193.0,33.0,True,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search13,79.0,78.0,AAAI,AAAI,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search13vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,in intro,,,,,,2018.1,33.1
2793,2793,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,14,"Velickovic, Petar, et al.",et al.,Graph Attention Networks.,2018.0,International Conference on Learning Representations (ICLR),33998aff64ce51df8dee45989cdca4b6b1329ec4,Graph Attention Networks,International Conference on Learning Representations,International Conference on Learning Representations,2017.0,"Petar Velickovic, Guillem Cucurull, Arantxa Casanova, Adriana Romero, P. Lio’, Yoshua Bengio",6.0,12195.0,2671.0,45.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search14,25.0,24.0,ICLR,ICLR,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search14vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,in intro,,,,,,12195.1,45.1
2794,2794,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,15,"Xu, Keyulu, et al.",et al.,How powerful are graph neural networks?,2019.0,International Conference on Learning Representations (ICLR),62ed9bf1d83c8db1f9cbf92ea2f57ea90ef683d9,How Powerful are Graph Neural Networks?,International Conference on Learning Representations,International Conference on Learning Representations,2018.0,"Keyulu Xu, Weihua Hu, J. Leskovec, S. Jegelka",4.0,4908.0,1297.0,45.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search15,39.0,39.0,ICLR,ICLR,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search15vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,non-isolated,,,,,,4908.1,45.1
2795,2795,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,16,"Su, Hang, et al.",et al.,Multi-scale structure-aware network for human pose estimation.,2018.0,European conference on computer vision (ECCV),,,,,,,,,,,,,,,,,100.0,36.0,0.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search16,62.0,,European conference on computer vision (ECCV),,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search16vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,,,,,,,,
2796,2796,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,17,"Marcheggiani, Diego, and Ivan Titov.",2.0,Encoding sentences with graph convolutional networks for semantic role labeling.,2017.0,2017 Conference on Empirical Methods in Natural Language Processing,c3a3c163f25b9181f1fb7e71a32482a7393d2088,Encoding Sentences with Graph Convolutional Networks for Semantic Role Labeling,Conference on Empirical Methods in Natural Language Processing,Conference on Empirical Methods in Natural Language Processing,2017.0,"Diego Marcheggiani, Ivan Titov",2.0,762.0,93.0,50.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search17,80.0,79.0,2017 Conference on Empirical Methods in Natural Language Processing,Conference on Empirical Methods in Natural Language Processing,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search17vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,0.0,non-isolated,,,,,,762.1,50.1
2797,2797,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,18,"Velickovic, Petar, et al.",et al.,Graph Attention Networks.,2018.0,International Conference on Learning Representations (ICLR),33998aff64ce51df8dee45989cdca4b6b1329ec4,Graph Attention Networks,International Conference on Learning Representations,International Conference on Learning Representations,2017.0,"Petar Velickovic, Guillem Cucurull, Arantxa Casanova, Adriana Romero, P. Lio’, Yoshua Bengio",6.0,12195.0,2671.0,45.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,100.0,1.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search18,25.0,24.0,ICLR,ICLR,vanilla_1,1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search18vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,in intro,,,,,,12195.1,45.1
2798,2798,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,ICML,19,"Song, Xiang, et al.",et al.,Graph Neural Networks with High-order Feature Interactions.,2018.0,ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,,,,,,,,,,,,,,,,,100.0,31.0,0.0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search19,59.0,,ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,,vanilla_1,0,DFG-NAS: Deep and Flexible Graph Neural Architecture Search19vanilla_1,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,10569189e9bdd395e1a5ba71ce223465a31d24da,,,,,,,,,
